user_id,first_name,last_name,travel_reason,expectations_from_neighbor,interests_main,interests_sub,conversation_trigger,preferred_personality,self_personality,topics_to_avoid,languages_spoken,openness_score,age,gender,sexual_orientation,created_at
dcbfe0b4-ae26-496b-b965-d694cd2b94d8,Océane,Poulain,Visite famille/amis,Autre,Podcasts|Photographie,Podcasts:True crime|Photographie:Paysage,La conversation est légère,Calme,Autre,Actualité sensible|Religion,Autre|Anglais|Espagnol,1,64,Non-binaire,Préfère ne pas dire,2025-01-28T13:00:09.437121
d70d76d9-e05e-4b2e-b31a-ec85879bd9f5,Michelle,Marques,Autre,Autre,Voyage|Lecture,Voyage:Road trip|Lecture:Romans,Jamais,Extraverti(e),Introverti(e),Religion,Anglais|Espagnol,3,25,Femme,Bi,2025-06-18T13:00:09.437168
5b0d3228-102a-4cfe-af48-25b0e3864686,Margot,Bonneau,Travail/études,Échanger sur un sujet commun,Musique|Arts & culture,Musique:World|Arts & culture:Théâtre,Ça dépend,Drôle,Extraverti(e),Politique|Vie privée,Allemand|Espagnol,5,19,Femme,Bi,2025-06-19T13:00:09.437207
84f9da01-3305-4beb-ab32-930698408664,Raymond,Valentin,Autre,Rester tranquille,Podcasts|Sciences|Cuisine,Podcasts:Culture|Sciences:Physique|Cuisine:Cuisine du monde,Le trajet est long,Drôle,Extraverti(e),Religion,Autre,5,23,Préfère ne pas dire,Hétéro,2025-02-23T13:00:09.437250
709539ba-e046-4c07-8d97-29ee37901d79,Noémi,Munoz,Visite famille/amis,Rester tranquille,Arts & culture,Arts & culture:Arts visuels,Il/elle partage mes centres d’intérêt,Sérieux(se),Drôle,Politique,Espagnol,5,19,Non-binaire,Pan,2024-12-11T13:00:09.437291
23accba2-7d54-4045-b880-4a650c122017,Lucy,Descamps,Travail/études,Échanger sur un sujet commun,Entrepreneuriat|Technologie|Photographie,Entrepreneuriat:Création|Technologie:Innovation|Photographie:Paysage,Jamais,Calme,Calme,Politique|Actualité sensible,Anglais,3,37,Non-binaire,Bi,2025-06-11T13:00:09.437331
8c232051-3039-475e-8ca8-66489bea6fa2,Honoré,Bourgeois,Autre,Autre,Lecture|Musique|Cuisine,Lecture:BD/Mangas|Musique:Rock|Cuisine:Cuisine du monde,Il/elle partage mes centres d’intérêt,Autre,Sérieux(se),Politique|Vie privée,Italien|Espagnol,1,49,Non-binaire,Préfère ne pas dire,2025-01-13T13:00:09.437371
f04ed7e4-87ae-4e81-95fa-38f63af9240f,Marie,Noël,Travail/études,Échanger sur un sujet commun,Entrepreneuriat|Cuisine|Photographie,Entrepreneuriat:Création|Cuisine:Gastronomie FR|Photographie:Paysage,Ça dépend,Calme,Introverti(e),Religion,Autre|Anglais|Allemand,1,29,Préfère ne pas dire,Hétéro,2024-10-14T13:00:09.437409
0e38de87-0572-4af8-94b5-295e67e3fc47,Auguste,Boutin,TRV_221,Échanger sur un sujet commun,Musique,Musique:Pop,Il/elle partage mes centres d’intérêt,Extraverti(e),Peu importe,Aucun|Politique,Anglais|Espagnol|Allemand,4,44,Préfère ne pas dire,Pan,2025-04-22T13:00:09.437560
3c891842-f5d3-4fc2-9e47-1bee0e4d6f27,Juliette,Ollivier,Travail/études,Autre,Podcasts,Podcasts:Actualité,Le trajet est long,Calme,Introverti(e),Actualité sensible|Politique,Allemand|Autre,4,68,Femme,Pan,2025-07-12T13:00:09.437625
1388002a-232a-412e-8d21-ac7f854daef0,Julien,Rivière,Loisirs/vacances,Réseautage pro,Sport|Sciences|Technologie,Sport:Cyclisme|Sciences:Santé|Technologie:Programmation,Ça dépend,Peu importe,Calme,Politique,Français,5,54,Préfère ne pas dire,Préfère ne pas dire,2024-12-24T13:00:09.437669
12d3460e-5fa3-4bbb-89b0-d14388cb595d,Valérie,Sauvage,Visite famille/amis,Rester tranquille,Podcasts|Cuisine|Entrepreneuriat,Podcasts:Tech|Cuisine:Cuisine du monde|Entrepreneuriat:Investissement,La conversation est légère,Extraverti(e),Calme,Religion|Politique,Autre,5,70,Femme,Préfère ne pas dire,2025-02-06T13:00:09.437725
927ec2d6-09af-40c6-8ac0-ab00a4d3e338,Françoise,Coste,Travail/études,Échanger sur un sujet commun,Musique|Sport|Podcasts,Musique:Rock|Sport:Escalade|Podcasts:Développement perso,Le trajet est long,Extraverti(e),Autre,Politique,Italien|Français,2,36,Préfère ne pas dire,Pan,2025-04-15T13:00:09.437787
d2a13f94-20cd-49e6-99ab-1d01dd4ae04d,Joséphine,Mace,Visite famille/amis,Autre,Arts & culture,Arts & culture:Arts visuels,Le trajet est long,Drôle,Extraverti(e),Actualité sensible,Anglais,4,33,Non-binaire,Homo,2024-10-18T13:00:09.437835
a93da6c2-49f4-4897-bbf5-c85257c45891,Geneviève,Ferreira,Autre,Réseautage pro,Cuisine|Sport,Cuisine:Pâtisserie|Sport:Ski,Il/elle partage mes centres d’intérêt,Extraverti(e),Autre,Actualité sensible,Italien,2,32,Femme,Hétéro,2025-09-21T13:00:09.437874
ef888a4c-bd6d-4c9a-a40c-94e9a364a791,Renée,Pierre,Travail/études,Autre,Voyage|Arts & culture|Entrepreneuriat,Voyage:Road trip|Arts & culture:Arts visuels|Entrepreneuriat:Design produit,La conversation est légère,Sérieux(se),Drôle,Aucun,Espagnol|Anglais|Allemand,5,48,Femme,Pan,2025-03-28T13:00:09.437921
015701da-af43-4b0e-959e-d4b50fddcf7e,Hortense,Huet,Loisirs/vacances,Autre,Technologie|Photographie|Podcasts,Technologie:Cybersécurité|Photographie:Paysage|Podcasts:True crime,Ça dépend,Calme,Autre,Vie privée,Français|Anglais,4,30,Femme,Bi,2025-03-25T13:00:09.437966
7bdfb785-f7f6-4718-950b-389481357c4b,Suzanne,Joly,Loisirs/vacances,Autre,Voyage|Jeux vidéo,Voyage:Culture & musées|Jeux vidéo:Action,Il/elle partage mes centres d’intérêt,Autre,Sérieux(se),Aucun,Espagnol|Autre|Anglais,4,57,Préfère ne pas dire,Bi,2024-12-04T13:00:09.438015
0dbb54dd-18ca-4b7a-a730-2595badc8f86,Charles,Turpin,Travail/études,Autre,Voyage|Entrepreneuriat,Voyage:Culture & musées|Entrepreneuriat:Marketing,Le trajet est long,Drôle,Peu importe,Aucun|Politique,Anglais|Allemand|Autre,2,20,Non-binaire,Homo,2025-07-16T13:00:09.438059
d4f5459a-9e61-40f9-b2f2-a0be8f3741fb,Philippine,Lelièvre,Visite famille/amis,Autre,Musique|Sciences|Entrepreneuriat,Musique:Électro|Sciences:Santé|Entrepreneuriat:Création,Jamais,Autre,Drôle,Religion|Aucun,Allemand|Français|Anglais,1,24,Homme,Homo,2024-11-12T13:00:09.438108
61e6a13b-4b27-4cba-b8ec-104bc0a6a4e9,Alfred,Imbert,Loisirs/vacances,Discussion sympa,Sport,Sport:Rugby,Ça dépend,Drôle,Calme,Actualité sensible,Anglais,4,54,Préfère ne pas dire,Pan,2025-07-05T13:00:09.438157
abe08989-ccd7-4387-99bd-9a53515c86b4,David,Dumont,Autre,Autre,Arts & culture,Arts & culture:Théâtre,Ça dépend,Autre,Calme,Religion|Actualité sensible,Italien|Autre,1,30,Préfère ne pas dire,Pan,2025-07-25T13:00:09.438198
9e5797ef-4727-4c74-b5b9-0366a1d1e2ff,Arthur,Laine,Loisirs/vacances,Autre,Sciences|Voyage|Technologie,Sciences:Biologie|Voyage:City trip|Technologie:Cybersécurité,Ça dépend,Calme,Introverti(e),Politique,Autre|Anglais,5,50,Femme,Pan,2025-01-06T13:00:09.438238
6014bc9c-b09a-44a1-b53e-6070984b408c,Élodie,Pasquier,Travail/études,Autre,Entrepreneuriat|Jeux vidéo,Entrepreneuriat:Design produit|Jeux vidéo:RPG,Ça dépend,Peu importe,Autre,Vie privée,Espagnol,4,65,Homme,Hétéro,2025-05-08T13:00:09.438294
6535bf6f-de70-4e05-8183-3aa069437bdd,Frédéric,Fischer,Autre,Échanger sur un sujet commun,Lecture,Lecture:Romans,Ça dépend,Calme,Introverti(e),Vie privée,Anglais|Espagnol|Allemand,3,22,Homme,Pan,2024-11-01T13:00:09.438347
b9630898-92e5-4eff-b263-2db7341d2b82,Rémy,De Sousa,Visite famille/amis,Autre,Arts & culture|Cuisine,Arts & culture:Arts visuels|Cuisine:Pâtisserie,La conversation est légère,Drôle,Calme,Religion|Actualité sensible,Italien|Allemand|Espagnol,3,52,Non-binaire,Pan,2025-07-22T13:00:09.438386
77e3a36d-5688-4eeb-8c6e-691cc8eb2214,Alix,Garcia,Travail/études,Rester tranquille,Podcasts|Technologie,Podcasts:Actualité|Technologie:IA,Ça dépend,Drôle,Peu importe,Aucun|Politique,Allemand,1,67,Femme,Homo,2025-02-01T13:00:09.438430
d5f35d90-6ca2-44ec-b8e8-566a5bc9b188,Élodie,Payet,Autre,Discussion sympa,Sport,Sport:Running,Le trajet est long,Introverti(e),Calme,Vie privée,Italien|Autre,3,61,Femme,Homo,2024-11-07T13:00:09.438472
2fb9814b-5c25-4464-a168-51eb3eb09593,Simone,Georges,Travail/études,Rester tranquille,Photographie|Sport|Entrepreneuriat,Photographie:Portrait|Sport:Ski|Entrepreneuriat:Investissement,Ça dépend,Extraverti(e),Autre,Actualité sensible,Autre,1,26,Femme,Bi,2025-03-10T13:00:09.438520
bcbb7f3c-c63c-487a-87c7-fedc3d9ae300,Bertrand,Fabre,Autre,Réseautage pro,Entrepreneuriat|Photographie|Lecture,Entrepreneuriat:Création|Photographie:Portrait|Lecture:Développement personnel,Ça dépend,Calme,Sérieux(se),Actualité sensible|Religion,Anglais|Allemand|Italien,5,16,Non-binaire,Homo,2025-03-06T13:00:09.438577
f9691a15-0df8-49e7-9b10-a16042c91c23,Valentine,Gomes,Travail/études,Autre,Cuisine|Musique,Cuisine:Végétarien/vegan|Musique:Jazz/Blues,Ça dépend,Sérieux(se),Autre,Vie privée|Aucun,Espagnol,4,59,Préfère ne pas dire,Préfère ne pas dire,2025-09-16T13:00:09.438620
5fa61ddc-6be0-4d79-9d23-ca22d31d0398,Sébastien,Lemonnier,Visite famille/amis,Discussion sympa,Sciences|Entrepreneuriat,Sciences:Physique|Entrepreneuriat:Marketing,Jamais,Sérieux(se),Calme,Actualité sensible,Espagnol,1,41,Non-binaire,Hétéro,2024-12-21T13:00:09.438660
3edc6314-eebe-4c54-8f42-4e5dd49823ed,Thierry,Evrard,Autre,Échanger sur un sujet commun,Entrepreneuriat|Arts & culture,Entrepreneuriat:Marketing|Arts & culture:Théâtre,La conversation est légère,Drôle,Autre,Religion,Anglais|Espagnol|Autre,2,28,Homme,Préfère ne pas dire,2025-04-01T13:00:09.438699
4afa6514-c953-45a7-be2d-8d0d2d8d60f7,Nicole,Lefèvre,Travail/études,Discussion sympa,Sciences,Sciences:Sciences sociales,Ça dépend,Introverti(e),Peu importe,Vie privée,Italien|Espagnol,4,52,Non-binaire,Pan,2025-06-29T13:00:09.438739
509377f5-5df5-4bf5-bb7c-3636a61f00a7,Noémi,Étienne,TRV_315,Réseautage pro,Arts & culture,Arts & culture:Théâtre,Il/elle partage mes centres d’intérêt,Calme,Peu importe,Vie privée|Politique,Espagnol|Allemand|Anglais,4,23,Préfère ne pas dire,Bi,2024-10-13T13:00:09.438780
762d9335-6d3e-412d-833b-3588866267d0,Emmanuelle,Lemonnier,Travail/études,Échanger sur un sujet commun,Arts & culture|Sport,Arts & culture:Théâtre|Sport:Ski,Le trajet est long,Extraverti(e),Sérieux(se),Aucun|Actualité sensible,Anglais|Allemand,4,29,Préfère ne pas dire,Bi,2025-03-28T13:00:09.438830
56c0a190-6f26-4011-be6f-21b9d5e95ca8,Anouk,Gilles,Visite famille/amis,Réseautage pro,Arts & culture,Arts & culture:Théâtre,Ça dépend,Autre,Extraverti(e),Actualité sensible,Italien,4,70,Préfère ne pas dire,Homo,2025-07-18T13:00:09.438888
f6f4dca9-98ed-4703-a8e8-6b83361b4b2e,Bertrand,Bernier,Loisirs/vacances,Réseautage pro,Technologie,Technologie:Cybersécurité,Jamais,Extraverti(e),Peu importe,Vie privée|Actualité sensible,Italien|Autre,1,41,Femme,Homo,2025-08-31T13:00:09.438923
87e7deb9-3c3a-491a-b09d-37237b98abd9,Brigitte,Rivière,Visite famille/amis,Réseautage pro,Musique|Jeux vidéo|Cuisine,Musique:Rap/Hip-hop|Jeux vidéo:RPG|Cuisine:Végétarien/vegan,Ça dépend,Calme,Peu importe,Actualité sensible|Politique,Français|Espagnol,5,28,Homme,Bi,2025-04-02T13:00:09.438958
29162e06-a999-45a4-9fb9-37ef72a900ae,Lorraine,Gaillard,Autre,Réseautage pro,Voyage,Voyage:Nature,Jamais,Autre,Extraverti(e),Actualité sensible,Autre|Italien,5,41,Femme,Hétéro,2025-07-10T13:00:09.438991
2253974a-5700-4403-b393-5891c0f05a5b,Susanne,Guichard,Visite famille/amis,Échanger sur un sujet commun,Sport|Podcasts|Arts & culture,Sport:Randonnée|Podcasts:Développement perso|Arts & culture:Histoire,Le trajet est long,Autre,Calme,Vie privée|Religion,Français,2,62,Homme,Bi,2024-10-07T13:00:09.439023
cf25c113-061c-44d3-b936-20d476695f66,Pénélope,Raymond,Loisirs/vacances,Rester tranquille,Musique|Podcasts,Musique:Pop|Podcasts:Tech,Ça dépend,Introverti(e),Introverti(e),Aucun|Politique,Espagnol,5,25,Femme,Pan,2025-04-25T13:00:09.439058
96536141-28cc-424b-b889-c8e1c5c970a3,Jean,Chauveau,Visite famille/amis,Réseautage pro,Technologie|Podcasts|Photographie,Technologie:IA|Podcasts:Actualité|Photographie:Portrait,Le trajet est long,Peu importe,Sérieux(se),Vie privée|Actualité sensible,Allemand|Anglais|Italien,5,54,Préfère ne pas dire,Préfère ne pas dire,2025-02-20T13:00:09.439100
3c5f17ee-3773-4fc3-aa2f-c08a8aea7f63,Marcelle,Roussel,Visite famille/amis,Échanger sur un sujet commun,Photographie|Entrepreneuriat,Photographie:Portrait|Entrepreneuriat:Design produit,Le trajet est long,Sérieux(se),Drôle,Religion|Actualité sensible,Français,5,68,Homme,Bi,2025-05-07T13:00:09.439139
03f70603-064f-4dbf-bd1f-cd3d6d0ccc0b,Alex,Laurent,Travail/études,Réseautage pro,Sport|Lecture,Sport:Randonnée|Lecture:Développement personnel,Ça dépend,Extraverti(e),Peu importe,Aucun,Anglais|Allemand,5,43,Préfère ne pas dire,Homo,2025-07-09T13:00:09.439177
7c4baaae-f57a-42d2-b20e-67d6ab4e0211,Auguste,Delaunay,Autre,Réseautage pro,Sport,Sport:Basket,Jamais,Autre,Extraverti(e),Actualité sensible|Aucun,Anglais|Français,2,24,Non-binaire,Hétéro,2024-11-08T13:00:09.439221
0578f4fe-68ba-4b52-bb3f-150b6f2d7b19,Gilbert,Lemonnier,Autre,Échanger sur un sujet commun,Arts & culture|Jeux vidéo|Entrepreneuriat,Arts & culture:Arts visuels|Jeux vidéo:Action|Entrepreneuriat:Investissement,Il/elle partage mes centres d’intérêt,Calme,Introverti(e),Politique,Espagnol|Anglais,4,62,Femme,Homo,2025-08-15T13:00:09.439258
9edffc4b-6f98-40fb-b1a7-057485e98ce7,François,Gillet,Autre,Rester tranquille,Voyage|Sport,Voyage:Culture & musées|Sport:Yoga,Jamais,Autre,Peu importe,Actualité sensible,Anglais,1,33,Préfère ne pas dire,Hétéro,2024-12-26T13:00:09.439291
6f5d5baa-275a-4dbc-b37c-473c68f8a2f0,Christine,Berthelot,Loisirs/vacances,Échanger sur un sujet commun,Lecture|Musique,Lecture:Essais|Musique:Électro,Jamais,Extraverti(e),Autre,Religion,Autre|Français,5,58,Homme,Pan,2025-03-15T13:00:09.439334
d47446c2-6109-4d88-ab66-fad8cfbdb3e1,Charlotte,Meunier,Visite famille/amis,Échanger sur un sujet commun,Sciences,Sciences:Biologie,Ça dépend,Calme,Introverti(e),Vie privée|Actualité sensible,Espagnol,1,58,Homme,Hétéro,2025-06-02T13:00:09.439382
0d686a85-7d9c-484a-b943-aced4b83613f,Laurent,Guibert,Visite famille/amis,Discussion sympa,Sport,Sport:Basket,Jamais,Peu importe,Extraverti(e),Politique,Autre|Allemand|Anglais,3,65,Femme,Homo,2025-07-12T13:00:09.439416
9b07c81b-7812-4cb5-9179-573354b340fa,Théodore,Riou,Visite famille/amis,Discussion sympa,Cuisine,Cuisine:Cuisine du monde,Ça dépend,Peu importe,Introverti(e),Vie privée,Espagnol,5,66,Non-binar,Pan,2025-06-24T13:00:09.439451
36719f79-994e-4995-bf2b-4ff97f7fd7a8,Matthieu,Leclerc,Visite famille/amis,Discussion sympa,Podcasts|Jeux vidéo,Podcasts:Culture|Jeux vidéo:RPG,Ça dépend,Autre,Drôle,Aucun,Italien,3,36,Préfère ne pas dire,Bi,2024-11-28T13:00:09.439487
9d564255-39d4-4574-afeb-68fa7b967d6f,Suzanne,Robin,Loisirs/vacances,Discussion sympa,Technologie|Jeux vidéo|Sport,Technologie:Gadgets|Jeux vidéo:Retro|Sport:Yoga,Jamais,Introverti(e),Peu importe,Religion|Politique,Espagnol|Italien|Anglais,3,62,Femme,Préfère ne pas dire,2025-03-16T13:00:09.439521
c522c25a-7108-4b49-8576-9678fcebda76,Laetitia,Guibert,Autre,Autre,Arts & culture,Arts & culture:Arts visuels,Le trajet est long,Drôle,Autre,Politique|Aucun,Autre|Français|Italien,2,27,Femme,Homo,2025-08-07T13:00:09.439558
a26731f5-f8a9-4479-bcfc-0a21b42f3585,Roger,Étienne,Travail/études,Discussion sympa,Sciences|Voyage|Jeux vidéo,Sciences:Santé|Voyage:Road trip|Jeux vidéo:RPG,La conversation est légère,Calme,Autre,Politique,Autre,4,69,Femme,Pan,2024-11-07T13:00:09.439595
fba6181b-a302-419c-9ac0-f32e2a5a5c7e,Jeannine,Guibert,Autre,Échanger sur un sujet commun,Lecture|Arts & culture|Sport,Lecture:Romans|Arts & culture:Cinéma|Sport:Cyclisme,Il/elle partage mes centres d’intérêt,Extraverti(e),Calme,Politique,Anglais|Italien|Allemand,2,28,Homme,Préfère ne pas dire,2024-11-14T13:00:09.439641
fc0e3062-cae7-4722-bd64-1b56562118d7,Jérôme,Bonneau,Autre,Discussion sympa,Arts & culture|Cuisine|Jeux vidéo,Arts & culture:Histoire|Cuisine:Gastronomie FR|Jeux vidéo:FPS,La conversation est légère,Calme,Drôle,Religion|Vie privée,Espagnol|Italien,3,70,Non-binaire,Pan,2024-11-10T13:00:09.439683
b61d8488-3dcc-4b22-bc97-11061a612c46,Amélie,Wagner,Visite famille/amis,Autre,Arts & culture,Arts & culture:Théâtre,Jamais,Peu importe,Calme,Actualité sensible|Vie privée,Allemand|Français,1,34,Femme,Préfère ne pas dire,2025-07-23T13:00:09.439719
527e0778-fd79-48f8-83db-a9521608dfc5,Martine,Pichon,Visite famille/amis,Discussion sympa,Entrepreneuriat|Podcasts,Entrepreneuriat:Marketing|Podcasts:Actualité,Le trajet est long,Calme,Calme,Politique,Allemand,3,25,Homme,Bi,2025-03-27T13:00:09.439753
c70ee472-bebd-4da8-831c-2c2f94bf9f82,Lucas,Roger,Loisirs/vacances,Rester tranquille,Sport|Musique,Sport:Randonnée|Musique:Jazz/Blues,La conversation est légère,Autre,Introverti(e),Vie privée|Religion,Autre|Italien,1,54,Non-binaire,Hétéro,2024-12-09T13:00:09.439787
91467869-d305-41d5-a547-56e672839c80,Geneviève,Faure,Travail/études,Échanger sur un sujet commun,Voyage|Podcasts,Voyage:Road trip|Podcasts:True crime,Ça dépend,Introverti(e),Autre,Politique|Actualité sensible,Français|Espagnol|Anglais,3,48,Homme,Homo,2025-09-05T13:00:09.439821
2800f370-2215-4d2d-9103-0d985028a304,Marthe,Dupré,Autre,Réseautage pro,Arts & culture|Photographie|Musique,Arts & culture:Théâtre|Photographie:Édition|Musique:Rap/Hip-hop,Jamais,Extraverti(e),Extraverti(e),Politique|Vie privée,Autre|Français|Allemand,3,21,Préfère ne pas dire,Préfère ne pas dire,2025-02-20T13:00:09.439874
000bcb3b-1e13-4e11-bc75-495c63ffa114,Gérard,Faure,Loisirs/vacances,Rester tranquille,Photographie|Entrepreneuriat,Photographie:Édition|Entrepreneuriat:Design produit,Ça dépend,Extraverti(e),Calme,Religion,Espagnol,4,36,Femme,Hétéro,2024-10-22T13:00:09.439933
5f18089b-e2e7-4f67-ac3a-cadb2006feaf,William,Noël,Visite famille/amis,Échanger sur un sujet commun,Cuisine,Cuisine:Végétarien/vegan,Ça dépend,Autre,Introverti(e),Religion|Actualité sensible,Allemand|Italien|Anglais,4,18,Homme,Homo,2024-10-15T13:00:09.439975
64778ede-5097-48b6-932c-f4bbf3f364c5,Émile,Benard,Travail/études,Discussion sympa,Lecture|Entrepreneuriat|Arts & culture,Lecture:Essais|Entrepreneuriat:Marketing|Arts & culture:Cinéma,Le trajet est long,Autre,Peu importe,Actualité sensible,Allemand|Français,3,29,Homme,Homo,2024-12-25T13:00:09.440013
a4f4b1ab-063c-4db5-9cd0-e59445a1dbe0,Claudine,Legros,Visite famille/amis,Autre,Arts & culture|Technologie,Arts & culture:Cinéma|Technologie:Cybersécurité,Ça dépend,Autre,Calme,Actualité sensible,Français,3,28,Non-binaire,Hétéro,2025-02-04T13:00:09.440049
076aef9a-8f2e-4b4a-9399-f86082da7829,Laurence,Traore,Travail/études,Discussion sympa,Sciences|Sport,Sciences:Santé|Sport:Basket,Il/elle partage mes centres d’intérêt,Sérieux(se),Peu importe,Religion|Vie privée,Autre|Français|Espagnol,4,54,Femme,Homo,2025-06-21T13:00:09.440085
0a73ccca-bbfe-4ce7-bb14-d04ac29f0964,Véronique,Guérin,Autre,Autre,Lecture|Podcasts|Entrepreneuriat,Lecture:Développement personnel|Podcasts:Développement perso|Entrepreneuriat:Design produit,Jamais,Autre,Extraverti(e),Actualité sensible,Espagnol|Autre|Italien,2,48,Non-binaire,Hétéro,2024-11-14T13:00:09.440129
f5ff8239-1be7-4260-b86f-465115caf26b,Margaret,Lecomte,Autre,Discussion sympa,Sport|Entrepreneuriat|Technologie,Sport:Yoga|Entrepreneuriat:Design produit|Technologie:IA,Il/elle partage mes centres d’intérêt,Autre,Drôle,Vie privée,Italien,2,43,Non-binaire,Préfère ne pas dire,2025-04-15T13:00:09.440174
c5de5216-279c-4602-9d79-0e2c5f6e73b6,Christelle,De Oliveira,Loisirs/vacances,Rester tranquille,Technologie|Arts & culture|Photographie,Technologie:IA|Arts & culture:Théâtre|Photographie:Urbain,Ça dépend,Extraverti(e),Drôle,Aucun,Espagnol,1,51,Femme,Homo,2025-04-21T13:00:09.440230
b111e837-5d68-4f2f-a56d-740e26f9d227,Denis,Carpentier,Loisirs/vacances,Discussion sympa,Voyage|Podcasts,Voyage:Nature|Podcasts:Tech,Le trajet est long,Extraverti(e),Peu importe,Politique,Anglais,1,64,Non-binaire,Préfère ne pas dire,2024-12-14T13:00:09.440284
1aca7131-36ac-41af-9233-7510e7c3a539,Antoine,Descamps,Loisirs/vacances,Rester tranquille,Lecture|Cuisine|Musique,Lecture:BD/Mangas|Cuisine:Cuisine du monde|Musique:Jazz/Blues,Ça dépend,Drôle,Autre,Religion|Vie privée,Allemand|Anglais,2,28,Homme,Hétéro,2025-03-05T13:00:09.440323
22ff0af1-454e-46c8-b27c-390d8d96aaee,Adrienne,Courtois,Travail/études,Échanger sur un sujet commun,Entrepreneuriat|Sciences,Entrepreneuriat:Investissement|Sciences:Physique,Il/elle partage mes centres d’intérêt,Extraverti(e),Drôle,Actualité sensible|Vie privée,Allemand,4,65,Femme,Préfère ne pas dire,2025-03-20T13:00:09.440358
011a5d25-4e44-4f2d-ad7d-f03160a87bf7,Paul,Lesage,Autre,Autre,Arts & culture|Podcasts|Photographie,Arts & culture:Cinéma|Podcasts:Culture|Photographie:Portrait,Jamais,Drôle,Peu importe,Religion,Italien|Allemand|Français,5,40,Femme,Homo,2025-05-04T13:00:09.440399
97342bf7-dcfb-49e8-ab54-9d59e0f38da4,Daniel,Renaud,Visite famille/amis,Échanger sur un sujet commun,Technologie|Voyage,Technologie:Gadgets|Voyage:Road trip,Ça dépend,Extraverti(e),Drôle,Politique|Aucun,Italien,5,24,Préfère ne pas dire,Pan,2025-04-18T13:00:09.440443
903d998d-1366-4f66-9090-13582fa8307d,Susanne,Bailly,Loisirs/vacances,Réseautage pro,Podcasts|Entrepreneuriat|Jeux vidéo,Podcasts:Actualité|Entrepreneuriat:Marketing|Jeux vidéo:RPG,La conversation est légère,Autre,Autre,Politique,Autre,4,56,Non-binaire,Hétéro,2025-01-05T13:00:09.440481
2139f65e-cee7-4e9a-a806-d84604617f12,Aurélie,Renault,Loisirs/vacances,Réseautage pro,Voyage|Lecture|Technologie,Voyage:Nature|Lecture:Essais|Technologie:IA,La conversation est légère,Extraverti(e),Peu importe,Vie privée,Espagnol|Allemand,3,56,Homme,Hétéro,2025-07-25T13:00:09.440515
a1a17b7d-29e3-4178-85c7-bf54f94eaf0b,Valérie,Gilbert,Travail/études,,Lecture|Jeux vidéo,Lecture:BD/Mangas|Jeux vidéo:Casual,Ça dépend,Peu importe,Introverti(e),Religion|Aucun,Autre|Allemand|Italien,4,44,Femme,Préfère ne pas dire,2024-11-27T13:00:09.440550
75fc6400-8f02-45b8-beb5-1e26d41cd07b,Clémence,Royer,Loisirs/vacances,Discussion sympa,Technologie,Technologie:Programmation,Le trajet est long,Introverti(e),Extraverti(e),Aucun,Espagnol|Autre|Français,1,22,Préfère ne pas dire,Homo,2025-07-10T13:00:09.440585
03351649-c57e-4c9c-9820-aeb3f154fc40,Charlotte,Lambert,Loisirs/vacances,Réseautage pro,Arts & culture|Cuisine|Lecture,Arts & culture:Cinéma|Cuisine:Végétarien/vegan|Lecture:Développement personnel,Le trajet est long,Drôle,Peu importe,Vie privée,Français|Espagnol|Allemand,2,23,Non-binaire,Bi,2025-01-04T13:00:09.440622
e45cb640-f59f-481d-a111-263e6f245b64,Émilie,Menard,Loisirs/vacances,Rester tranquille,Lecture|Musique|Arts & culture,Lecture:Romans|Musique:Électro|Arts & culture:Arts visuels,Jamais,Calme,Peu importe,Actualité sensible|Aucun,Italien,5,47,Préfère ne pas dire,Pan,2025-06-30T13:00:09.440658
d1935b39-c52e-45f1-a905-0fd1291aaef2,Noémi,Delannoy,Loisirs/vacances,Échanger sur un sujet commun,Lecture,Lecture:Romans,Il/elle partage mes centres d’intérêt,Drôle,Autre,Religion,Allemand|Autre|Français,3,38,Homme,Hétéro,2024-11-07T13:00:09.440699
bbad8161-89ac-4626-b83e-e117049e5984,Anastasie,Munoz,Visite famille/amis,Échanger sur un sujet commun,Sport,Sport:Cyclisme,Ça dépend,Calme,Sérieux(se),Politique,Espagnol|Autre|Allemand,5,55,Femme,Homo,2025-06-23T13:00:09.440740
1490f68a-82ec-4eb0-b016-b2d390f9747a,Capucine,Blin,Visite famille/amis,,Lecture|Sciences,Lecture:Essais|Sciences:Sciences sociales,La conversation est légère,Autre,Drôle,Vie privée|Aucun,Français|Italien|Espagnol,5,62,Non-binaire,Préfère ne pas dire,2024-12-30T13:00:09.440830
0653966b-cc6c-4078-bf37-d6b9e2dee5d3,Zoé,Paul,Visite famille/amis,Discussion sympa,Sport,Sport:Football,Le trajet est long,Drôle,Autre,Aucun,Allemand|Anglais|Français,3,61,Non-binaire,Hétéro,2025-05-14T13:00:09.440874
0f45dfb4-52b9-41ac-8e4d-cc135c11d8ea,Joseph,Nicolas,Autre,Rester tranquille,Jeux vidéo|Sport,Jeux vidéo:FPS|Sport:Ski,Le trajet est long,Extraverti(e),Introverti(e),Politique|Religion,Allemand,5,17,Préfère ne pas dire,Préfère ne pas dire,2025-07-14T13:00:09.441046
